mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar13,mvar14,mvar15,mvar17,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar31,party_voted_pastCentaur,party_voted_pastCosmos,party_voted_pastEbony,party_voted_pastOdyssey,actual_vote
0,1,11,15,0,0,1,5,12,0,0,1,0,0,0,15,15,15,0,3,7,0,0,0,1,Ebony
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,3,8,0,0,0,1,Odyssey
3,2,0,0,7,2,0,0,0,1,0,0,3,0,15,15,0,0,15,3,6,0,1,0,0,Cosmos
0,1,6,0,0,0,1,0,0,0,2,0,0,0,0,15,15,0,0,1,8,0,0,0,0,Tokugawa
0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,1,4,0,0,0,0,Centaur
0,18,0,0,0,0,9,0,0,0,0,0,0,5,0,11,0,0,0,4,6,0,0,1,0,Ebony
0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
0,0,0,0,12,0,0,0,0,6,0,0,3,0,0,0,15,0,12,3,7,0,1,0,0,Cosmos
9,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,3,6,1,0,0,0,Centaur
0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,3,4,0,0,0,1,Odyssey
5,0,0,0,3,3,0,0,0,1,0,0,1,0,9,0,0,0,10,1,6,1,0,0,0,Centaur
2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,1,5,1,0,0,0,Centaur
1,0,0,9,0,1,0,0,5,0,0,1,0,0,15,0,0,13,0,3,8,0,0,0,1,Odyssey
0,3,1,0,2,0,1,1,0,0,0,0,1,2,0,15,15,0,15,4,6,0,0,1,0,Cosmos
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,1,9,0,0,1,0,Ebony
0,0,0,8,7,0,0,0,1,3,0,2,1,0,0,0,0,15,15,2,9,0,0,0,1,Odyssey
0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,4,7,0,0,0,0,Tokugawa
18,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,4,5,1,0,0,0,Centaur
2,2,0,0,0,1,0,0,0,0,0,0,0,0,15,10,15,0,15,4,7,1,0,0,0,Centaur
3,0,0,1,3,3,0,0,1,3,0,0,0,0,15,0,0,15,15,1,7,0,1,0,0,Centaur
0,2,0,0,4,0,0,0,0,4,0,0,0,1,0,15,0,0,15,3,6,0,1,0,0,Cosmos
1,2,1,6,1,1,1,0,3,1,0,1,0,1,15,15,15,15,15,3,7,0,0,1,0,Odyssey
1,0,0,8,0,1,0,0,4,0,0,1,0,0,15,0,0,15,0,4,8,0,0,0,1,Odyssey
1,0,5,6,0,1,0,2,2,0,1,2,0,0,15,0,15,15,0,3,6,0,0,0,0,Odyssey
0,5,0,0,0,0,1,0,0,0,0,0,0,2,15,12,0,0,0,1,6,0,0,1,0,Ebony
7,0,1,0,0,1,0,0,0,0,0,0,0,0,15,15,15,0,0,2,2,1,0,0,0,Tokugawa
0,3,1,9,0,0,1,1,9,0,0,0,0,2,0,15,15,15,0,1,5,0,0,0,1,Odyssey
0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,4,4,0,0,1,0,Ebony
0,2,0,3,0,0,2,0,1,0,0,1,0,0,15,13,0,15,0,3,8,0,0,1,0,Odyssey
0,5,0,0,0,0,2,0,0,0,0,0,0,3,0,15,0,0,0,3,6,0,0,1,0,Ebony
0,0,0,0,15,0,0,0,0,12,0,0,1,0,0,0,0,0,5,3,7,0,1,0,0,Cosmos
0,3,14,0,0,0,0,1,0,0,2,0,0,2,0,15,15,0,0,2,7,0,0,0,0,Tokugawa
0,0,3,0,1,0,0,3,0,1,0,0,0,0,0,15,15,0,15,3,6,0,0,0,0,Tokugawa
0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,0,4,9,0,0,1,0,Tokugawa
0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,15,15,4,7,0,0,0,1,Odyssey
0,2,10,0,0,0,0,2,0,0,3,0,0,1,0,15,15,0,0,2,7,0,0,0,0,Tokugawa
1,11,0,6,0,1,2,0,1,0,0,1,0,2,15,15,0,15,0,3,8,0,0,1,0,Ebony
1,2,1,0,0,1,0,1,0,0,0,0,0,1,15,15,15,0,0,3,8,0,0,1,0,Ebony
2,5,0,0,1,2,3,0,0,1,0,0,0,1,15,15,0,0,15,4,8,0,0,1,0,Centaur
21,2,0,0,0,14,0,0,0,0,0,0,0,2,15,15,0,0,0,3,5,1,0,0,0,Centaur
0,5,0,0,0,0,3,0,0,0,0,0,0,2,0,15,0,0,0,3,8,0,0,1,0,Ebony
13,0,0,0,0,2,0,0,0,0,0,0,0,0,10,15,0,0,15,4,7,1,0,0,0,Centaur
0,17,0,0,0,0,10,0,0,0,0,0,0,5,0,15,0,0,0,1,6,0,0,1,0,Ebony
0,0,0,11,0,0,0,0,1,0,0,2,0,0,0,0,0,15,0,4,10,0,0,0,1,Odyssey
0,0,0,0,19,0,0,0,0,15,0,0,2,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
0,3,6,13,0,0,0,1,5,0,2,3,0,0,0,15,15,15,0,3,8,0,0,0,1,Odyssey
5,1,0,0,0,1,1,0,0,0,0,0,0,0,2,15,0,15,0,2,8,1,0,0,0,Centaur
3,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,3,5,1,0,0,0,Centaur
0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,15,0,0,0,4,8,0,0,1,0,Ebony
0,4,0,5,1,0,2,0,3,1,0,0,0,2,0,15,0,15,0,3,8,0,1,0,0,Odyssey
19,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,15,2,5,1,0,0,0,Odyssey
4,0,0,1,0,2,0,0,1,0,0,0,0,0,15,0,0,15,0,3,0,1,0,0,0,Centaur
2,0,0,3,4,0,0,0,1,0,0,1,2,0,15,15,0,15,15,1,6,0,1,0,0,Cosmos
0,0,0,0,18,0,0,0,0,14,0,0,1,0,0,0,0,0,15,3,6,0,1,0,0,Cosmos
0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,0,15,0,0,3,8,0,0,0,0,Tokugawa
0,0,0,5,0,0,0,0,3,0,0,1,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
0,5,0,0,0,0,4,0,0,0,0,0,0,1,0,13,0,0,0,3,5,0,0,1,0,Ebony
8,1,0,1,0,6,1,0,1,0,0,0,0,0,10,15,0,15,0,1,6,1,0,0,0,Centaur
0,9,0,0,0,0,3,0,0,0,0,0,0,3,15,14,0,15,15,1,8,0,0,1,0,Ebony
0,12,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,3,7,0,0,1,0,Ebony
3,19,0,3,0,3,14,0,3,0,0,0,0,4,15,15,0,15,0,1,8,0,0,1,0,Ebony
5,6,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,4,8,1,0,0,0,Ebony
0,0,3,0,2,0,0,0,0,2,1,0,0,0,15,0,0,0,0,4,7,0,1,0,0,Cosmos
0,0,7,10,0,0,0,1,5,0,1,1,0,0,0,0,15,15,0,2,9,0,0,0,0,Tokugawa
0,0,0,5,0,0,0,0,3,0,0,1,0,0,0,0,0,15,0,1,8,0,0,0,1,Odyssey
0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,15,4,6,0,1,0,0,Cosmos
0,0,0,2,7,0,0,0,2,7,0,0,0,0,0,0,0,15,15,3,7,0,1,0,0,Cosmos
0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,8,0,1,0,0,Cosmos
0,7,0,1,3,0,5,0,1,1,0,0,1,2,0,15,0,15,15,4,7,0,0,1,0,Ebony
0,0,0,9,0,0,0,0,3,0,0,1,0,0,0,0,0,14,0,2,6,0,0,0,1,Odyssey
1,0,0,0,21,1,0,0,0,13,0,0,4,0,0,0,0,0,0,1,6,0,1,0,0,Cosmos
0,1,0,10,0,0,0,0,5,0,0,2,0,1,0,15,0,15,0,4,9,0,0,0,1,Odyssey
0,0,0,0,6,0,0,0,0,4,0,0,1,0,0,0,0,0,15,1,5,0,1,0,0,Cosmos
0,0,0,0,12,0,0,0,0,2,0,0,5,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
5,3,0,1,0,3,3,0,1,0,0,0,0,0,15,10,0,15,0,4,5,0,0,1,0,Centaur
2,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,3,6,1,0,0,0,Centaur
5,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,15,2,9,1,0,0,0,Centaur
0,0,0,7,0,0,0,0,2,0,0,1,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
0,1,16,2,1,0,1,10,2,1,2,0,0,0,0,15,15,15,15,3,8,0,0,0,0,Tokugawa
0,0,20,0,0,0,0,2,0,0,2,0,0,0,0,0,15,0,0,2,7,0,0,0,0,Tokugawa
0,18,0,0,0,0,10,0,0,0,0,0,0,2,0,3,0,0,0,1,6,0,0,1,0,Ebony
0,0,0,4,2,0,0,0,4,2,0,0,0,0,0,0,0,15,15,1,7,0,1,0,0,Odyssey
7,0,0,5,0,0,0,0,4,0,0,0,0,0,0,15,0,15,0,2,10,1,0,0,0,Ebony
12,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,1,6,1,0,0,0,Centaur
0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,6,0,1,0,0,Cosmos
0,0,0,13,2,0,0,0,7,2,0,2,0,0,0,0,0,15,7,1,7,0,0,0,1,Odyssey
0,0,0,15,0,0,0,0,8,0,0,3,0,0,0,0,0,15,0,3,6,0,0,0,1,Odyssey
14,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,4,6,1,0,0,0,Centaur
4,1,2,3,0,4,1,2,3,0,0,0,0,0,3,10,7,15,0,3,7,1,0,0,0,Odyssey
2,20,3,0,6,2,10,1,0,4,0,0,0,5,7,5,10,0,2,3,8,0,0,1,0,Cosmos
4,0,0,2,0,2,0,0,1,0,0,0,0,0,6,0,0,15,0,3,8,1,0,0,0,Centaur
0,0,0,12,1,0,0,0,6,1,0,3,0,0,0,0,0,15,15,4,7,0,0,0,1,Odyssey
0,0,10,1,0,0,0,5,1,0,0,0,0,0,0,0,15,15,0,3,7,0,0,0,0,Tokugawa
0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,3,4,0,0,1,0,Ebony
0,5,12,0,3,0,3,3,0,0,3,0,1,0,0,0,9,0,15,1,7,0,0,0,0,Tokugawa
0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,3,5,0,0,0,0,Tokugawa
0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,15,0,0,0,1,7,0,0,1,0,Ebony
0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,15,1,5,0,1,0,0,Cosmos
1,4,0,0,2,1,0,0,0,0,0,0,1,0,15,15,0,0,15,2,9,0,0,1,0,Ebony
0,5,0,7,3,0,1,0,3,3,0,1,0,1,0,15,0,15,10,1,7,0,1,0,0,Cosmos
8,8,0,1,1,0,5,0,1,1,0,0,0,2,11,13,0,15,0,1,8,1,0,0,0,Ebony
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,3,6,0,0,1,0,Ebony
2,5,0,0,6,0,0,0,0,2,0,0,2,4,15,11,0,0,12,3,8,0,1,0,0,Cosmos
0,3,0,0,2,0,1,0,0,0,0,0,1,0,0,15,0,0,15,1,7,0,0,1,0,Ebony
0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,15,15,3,7,0,0,0,1,Odyssey
1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,1,7,1,0,0,0,Centaur
10,0,0,0,6,2,0,0,0,3,0,0,0,0,1,0,0,0,0,3,4,1,0,0,0,Centaur
0,0,0,0,7,0,0,0,0,3,0,0,2,0,0,0,0,0,15,4,5,0,1,0,0,Cosmos
2,0,0,5,0,0,0,0,1,0,0,1,0,0,15,0,0,15,0,2,7,1,0,0,0,Ebony
1,3,1,0,0,1,1,0,0,0,0,0,0,1,15,15,15,0,0,4,8,0,0,1,0,Tokugawa
0,5,0,1,0,0,3,0,1,0,0,0,0,2,0,15,0,15,0,1,7,0,0,1,0,Ebony
0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
4,2,18,0,6,1,0,4,0,2,4,0,1,1,2,15,9,0,11,4,6,0,0,0,0,Tokugawa
0,0,0,18,1,0,0,0,16,1,0,1,0,0,0,0,0,15,15,3,7,0,0,0,1,Odyssey
14,0,0,0,4,4,0,0,0,0,0,0,2,0,15,0,0,0,15,3,0,1,0,0,0,Cosmos
0,0,8,0,0,0,0,5,0,0,1,0,0,0,0,0,14,0,0,4,7,0,0,0,0,Tokugawa
1,0,0,4,0,1,0,0,4,0,0,0,0,0,15,0,0,15,0,4,5,0,0,0,1,Odyssey
1,1,0,0,5,1,1,0,0,5,0,0,0,0,15,15,0,0,13,3,8,0,1,0,0,Cosmos
0,8,0,0,0,0,2,0,0,0,0,0,0,3,0,15,0,0,0,1,7,0,0,1,0,Ebony
1,14,5,0,0,1,4,1,0,0,1,0,0,7,15,11,15,0,0,1,6,0,0,1,0,Ebony
0,5,3,0,0,0,1,2,0,0,0,0,0,0,0,15,15,0,0,1,8,0,0,1,0,Tokugawa
0,0,0,19,0,0,0,0,10,0,0,4,0,0,0,0,0,15,15,3,7,0,0,0,1,Odyssey
0,0,4,4,0,0,0,1,4,0,1,0,0,0,0,0,15,15,0,1,9,0,0,0,0,Tokugawa
10,13,0,0,0,10,13,0,0,0,0,0,0,0,13,15,0,0,0,3,5,0,0,1,0,Centaur
0,0,0,6,0,0,0,0,2,0,0,1,0,0,15,0,0,15,0,2,6,0,0,0,1,Ebony
0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,12,15,0,0,1,6,0,0,1,0,Cosmos
9,0,0,0,16,8,0,0,0,6,0,0,1,0,6,0,0,0,4,3,7,0,1,0,0,Cosmos
8,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,3,7,1,0,0,0,Centaur
0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,1,6,0,0,0,1,Odyssey
7,0,0,6,21,5,0,0,3,12,0,1,1,0,6,0,0,15,4,1,6,0,1,0,0,Cosmos
4,0,14,0,0,4,0,2,0,0,2,0,0,0,15,0,15,0,0,2,9,0,0,0,0,Tokugawa
0,0,0,20,0,0,0,0,10,0,0,5,0,0,0,0,0,14,0,3,8,0,0,0,1,Odyssey
0,5,3,0,0,0,1,1,0,0,0,0,0,0,0,15,15,0,0,2,9,0,0,1,0,Tokugawa
0,4,0,0,3,0,3,0,0,3,0,0,0,1,0,15,0,0,15,4,7,0,0,1,0,Ebony
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,15,0,0,4,7,0,0,0,0,Odyssey
2,2,0,5,0,2,0,0,0,0,0,2,0,0,15,15,0,15,0,1,7,0,0,1,0,Cosmos
4,12,0,1,10,2,5,0,1,0,0,0,2,2,0,5,0,0,10,3,6,0,0,1,0,Cosmos
0,0,8,0,4,0,0,3,0,0,1,0,2,0,0,0,15,0,15,3,8,0,1,0,0,Cosmos
2,2,12,0,0,0,1,5,0,0,3,0,0,1,15,15,15,0,0,4,7,0,0,0,0,Tokugawa
0,3,3,11,2,0,3,1,8,2,0,1,0,0,0,13,15,15,9,1,7,0,0,1,0,Odyssey
0,0,8,4,0,0,0,5,0,0,0,2,0,0,0,0,15,15,0,1,7,0,0,0,0,Tokugawa
0,0,12,0,0,0,0,6,0,0,1,0,0,0,0,0,15,0,0,3,7,0,0,0,0,Tokugawa
0,0,0,3,0,0,0,0,1,0,0,1,0,0,15,0,0,15,0,4,6,0,0,0,1,Odyssey
0,0,0,7,5,0,0,0,3,1,0,1,2,0,0,0,0,15,15,1,8,0,0,0,1,Centaur
0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,15,3,8,0,1,0,0,Cosmos
0,13,2,4,2,0,7,2,4,2,0,0,0,4,0,15,15,15,15,4,7,0,0,1,0,Odyssey
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,15,15,0,15,4,2,0,1,0,0,Cosmos
8,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,3,4,1,0,0,0,Centaur
0,2,0,5,0,0,1,0,1,0,0,1,0,1,0,15,0,15,0,3,7,0,0,0,1,Ebony
0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,3,4,0,0,0,0,Tokugawa
1,2,0,0,1,1,0,0,0,1,0,0,0,1,15,10,0,0,0,3,6,0,0,1,0,Ebony
0,5,0,0,0,0,4,0,0,0,0,0,0,1,0,15,0,0,0,1,6,0,0,1,0,Ebony
0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,15,15,3,7,0,0,0,1,Cosmos
6,0,4,1,0,3,0,3,1,0,0,0,0,0,11,0,11,15,0,4,8,1,0,0,0,Centaur
0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,2,9,0,0,1,0,Ebony
2,2,2,0,2,2,1,0,0,0,0,0,1,1,0,5,15,0,0,3,6,0,1,0,0,Centaur
8,0,0,0,3,8,0,0,0,1,0,0,1,0,15,0,0,0,15,3,5,1,0,0,0,Centaur
0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
1,0,0,18,0,1,0,0,6,0,0,5,0,0,15,0,0,15,0,3,8,0,0,0,1,Odyssey
1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,15,3,6,0,1,0,0,Cosmos
0,0,0,2,13,0,0,0,0,9,0,0,2,0,0,0,0,15,2,4,5,0,1,0,0,Cosmos
0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
1,0,0,0,21,1,0,0,0,12,0,0,4,0,15,0,0,0,15,3,6,0,1,0,0,Cosmos
0,17,0,0,0,0,10,0,0,0,0,0,0,3,0,15,0,0,0,3,5,0,0,1,0,Ebony
0,0,0,0,14,0,0,0,0,8,0,0,3,0,0,0,0,0,15,4,6,0,1,0,0,Cosmos
0,2,0,2,1,0,2,0,0,1,0,0,0,0,0,15,15,15,15,3,7,0,0,1,0,Tokugawa
0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,4,6,0,0,0,1,Odyssey
17,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,3,6,1,0,0,0,Centaur
0,5,0,1,1,0,2,0,1,1,0,0,0,2,0,15,0,15,15,3,8,0,0,1,0,Cosmos
6,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,1,0,0,0,Centaur
11,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,2,7,1,0,0,0,Centaur
0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,15,0,0,15,3,8,0,1,0,0,Cosmos
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,15,0,15,0,3,8,0,0,0,1,Odyssey
0,0,0,6,0,0,0,0,4,0,0,1,0,0,0,0,0,15,15,3,8,0,0,0,1,Odyssey
11,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,4,4,1,0,0,0,Centaur
0,1,0,11,5,0,1,0,7,3,0,2,1,0,0,15,0,15,15,4,6,0,1,0,0,Cosmos
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,15,4,7,0,1,0,0,Cosmos
1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,11,6,0,0,3,6,0,0,0,0,Tokugawa
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,15,3,7,0,1,0,0,Cosmos
7,0,0,1,15,2,0,0,1,12,0,0,1,0,6,0,0,15,14,4,6,0,1,0,0,Cosmos
6,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,3,6,1,0,0,0,Centaur
1,0,0,1,0,1,0,0,1,0,0,0,0,0,15,0,0,15,15,3,7,1,0,0,0,Centaur
0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,15,2,8,0,1,0,0,Cosmos
13,14,0,2,6,2,1,0,0,1,0,1,2,2,6,5,0,0,7,2,9,1,0,0,0,Centaur
5,0,0,1,1,5,0,0,1,1,0,0,0,0,15,15,0,15,15,3,7,1,0,0,0,Centaur
0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,4,7,0,0,0,1,Odyssey
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,1,9,0,1,0,0,Cosmos
8,0,1,0,1,5,0,0,0,1,0,0,0,0,15,0,15,0,15,4,5,1,0,0,0,Ebony
0,0,0,19,0,0,0,0,5,0,0,6,0,0,0,0,0,15,0,4,5,0,0,0,1,Odyssey
0,5,0,0,0,0,2,0,0,0,0,0,0,3,0,15,0,0,0,3,8,0,0,1,0,Ebony
0,0,0,0,9,0,0,0,0,1,0,0,2,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
0,9,0,14,0,0,0,0,8,0,0,3,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,15,0,0,7,1,7,0,1,0,0,Ebony
0,4,2,8,0,0,3,2,8,0,0,0,0,1,0,15,15,15,0,1,7,0,0,1,0,Odyssey
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,3,8,0,0,1,0,Centaur
0,2,0,3,1,0,2,0,2,1,0,0,0,0,0,15,0,15,15,3,6,0,0,1,0,Cosmos
0,9,0,0,0,0,2,0,0,0,0,0,0,3,15,13,0,0,0,3,6,0,0,1,0,Ebony
0,3,0,0,2,0,3,0,0,0,0,0,1,0,0,12,0,0,0,4,6,0,0,1,0,Ebony
5,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,3,7,1,0,0,0,Centaur
0,0,0,8,0,0,0,0,2,0,0,3,0,0,0,0,0,15,0,1,6,0,0,0,1,Cosmos
0,0,0,3,4,0,0,0,3,2,0,0,1,0,0,0,0,15,15,1,8,0,1,0,0,Odyssey
0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,5,0,15,0,3,5,0,0,1,0,Odyssey
0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,3,6,0,0,0,0,Tokugawa
1,0,0,6,0,1,0,0,6,0,0,0,0,0,15,0,0,15,0,1,7,0,0,0,1,Odyssey
15,2,0,2,1,4,0,0,2,1,0,0,0,1,13,0,0,15,15,3,5,1,0,0,0,Cosmos
0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,15,1,5,0,1,0,0,Cosmos
0,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,15,0,0,4,8,0,0,0,0,Tokugawa
0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,1,6,0,0,0,1,Odyssey
0,0,4,11,0,0,0,2,3,0,1,3,0,0,0,0,15,15,0,4,7,0,0,0,1,Cosmos
0,0,0,15,0,0,0,0,2,0,0,5,0,0,0,0,0,15,0,2,9,0,0,0,1,Odyssey
0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
1,2,1,0,1,1,0,0,0,1,0,0,0,0,15,15,15,0,15,1,8,0,0,1,0,Ebony
0,0,0,11,0,0,0,0,3,0,0,3,0,0,0,0,0,15,0,3,6,0,0,0,1,Odyssey
1,1,0,9,0,1,1,0,3,0,0,3,0,0,7,15,0,15,0,3,7,0,0,0,1,Odyssey
1,1,0,0,1,1,1,0,0,0,0,0,0,0,10,12,0,0,0,3,9,0,1,0,0,Cosmos
3,0,0,3,0,3,0,0,1,0,0,1,0,0,15,0,0,15,0,3,6,0,0,0,1,Odyssey
2,8,0,1,0,2,3,0,1,0,0,0,0,2,15,15,0,15,0,3,7,0,0,1,0,Ebony
2,3,3,1,16,2,2,1,1,8,0,0,4,1,13,13,10,15,8,3,7,0,1,0,0,Cosmos
1,8,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,4,8,0,0,1,0,Tokugawa
3,2,0,6,0,0,0,0,4,0,0,1,0,2,15,15,0,15,0,4,7,0,0,0,1,Centaur
0,0,0,6,4,0,0,0,4,0,0,1,2,0,0,0,0,15,3,4,7,0,0,0,1,Cosmos
0,0,0,10,2,0,0,0,8,2,0,1,0,0,0,0,0,15,0,3,8,0,0,0,1,Odyssey
4,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,15,3,7,1,0,0,0,Odyssey
0,5,0,0,0,0,1,0,0,0,0,0,0,3,0,7,0,0,15,1,8,0,0,1,0,Ebony
3,0,0,0,1,3,0,0,0,1,0,0,0,0,15,0,0,0,15,4,8,1,0,0,0,Cosmos
0,5,4,2,2,0,1,0,1,2,1,0,0,1,0,15,15,15,15,1,8,0,0,1,0,Odyssey
0,0,12,0,0,0,0,2,0,0,3,0,0,0,0,0,15,0,0,2,8,0,0,0,0,Centaur
0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,15,15,3,8,0,1,0,0,Cosmos
0,0,6,0,4,0,0,2,0,4,1,0,0,0,0,0,15,0,15,3,7,0,1,0,0,Tokugawa
12,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,3,6,1,0,0,0,Centaur
1,0,0,15,7,1,0,0,2,1,0,4,3,0,15,0,0,15,15,4,7,0,1,0,0,Cosmos
4,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,4,7,1,0,0,0,Centaur
0,2,17,0,0,0,0,4,0,0,4,0,0,0,0,15,15,0,0,2,7,0,0,0,0,Tokugawa
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,15,0,15,0,3,6,0,0,1,0,Ebony
0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,15,0,0,0,4,7,0,0,1,0,Ebony
0,0,0,0,8,0,0,0,0,2,0,0,3,0,0,0,0,0,15,3,7,0,1,0,0,Cosmos
0,1,1,6,2,0,1,1,5,2,0,0,0,0,0,15,15,15,15,4,6,0,0,0,1,Odyssey
0,0,7,0,0,0,0,3,0,0,1,0,0,0,0,0,15,0,0,4,7,0,0,0,0,Tokugawa
0,0,0,18,0,0,0,0,10,0,0,3,0,0,0,0,0,15,0,4,8,0,0,0,1,Odyssey
0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
8,0,2,0,2,1,0,0,0,0,1,0,1,0,0,15,15,0,0,2,9,1,0,0,0,Tokugawa
0,12,0,0,0,0,1,0,0,0,0,0,0,8,0,15,0,0,0,1,7,0,0,1,0,Ebony
0,0,16,6,0,0,0,2,0,0,4,3,0,0,0,0,15,15,0,2,10,0,0,0,0,Tokugawa
18,0,0,1,0,6,0,0,1,0,0,0,0,0,15,0,0,15,0,4,8,1,0,0,0,Centaur
1,2,0,0,0,1,0,0,0,0,0,0,0,1,15,15,0,0,15,1,8,1,0,0,0,Ebony
0,0,0,0,16,0,0,0,0,10,0,0,3,0,0,0,0,0,15,4,6,0,1,0,0,Cosmos
5,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,4,6,1,0,0,0,Centaur
3,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,1,7,1,0,0,0,Centaur
